,Spraak,Q20a_1,Q20a_2,Q21a_1,Q21a_2,Q21a_3,Q21a_4,Q22a_1,Q23a_1,Q24a_1,Q24a_2,Q20b_1,Q20b_2,Q20b_3,Q20b_4,Q20b_5,Q20b_6,Q20b_7,Q20b_8,Q20b_9,Q25a_q21b_1,Q25a_q21b_2,Q26a_1,Q26a_2,Q27a_1,Q27a_2,Q27a_3,Q27a_4,Q27a_5,Q27a_6,Q29a_1,Q30a_1,Q31a_1,Q33a_1,Q33a_2,Q33a_3,Q33a_4,Q33a_5,Q33a_6,Q33a_7,Q33a_8,Q33a_9,Q33a_10,Q33a_11,Q33a_12,Q33a_13,Q34a_1,Q35a_1,Q36a_1,Q37a,Q38a_1,Q38a_2,Q39a_1,Q40a,Q41a_1,Q41a_2,Q41a_3,Q41a_4,Q41a_5,Q41a_6,Q35b_1,Q35b_2,Q35b_3,Q35b_4,Q35b_5,Q42a_1,Q46a,Q48a,Q52a,Q55a_1,Q55a_2,Q55a_3,Q55a_4,Q55a_9,Q60a,Q62a,Q64a_1,Q64a_2,Q64a_3,Q64a_4,Q64a_5,Q64a_6,Q64a_7,Q64a_8,Q64a_9,Q65a_1,Q65a_2,Q65a_3,Q65a_4,Q65a_5,Q65a_6,Q65ana,Q66a_1,Q68a,Id,Alderkat,Q56a,Q61a,Kommunestr,Fylke,Q49a,Sentralitet,Q57a,Q58a,Q63a,Q67a,Q53a,Q54a
6469,1.0,7.0,5.0,7.0,7.0,7.0,5.0,3.0,8.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,5.0,4.0,5.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,208271.0,4,2.0,8.0,4.0,3,5.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0
6470,1.0,6.0,7.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,4.0,8.0,4.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,8.0,4.0,5.0,8.0,8.0,8.0,5.0,5.0,1.0,3.0,2.0,2.0,2.0,3.0,12.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,208316.0,5,4.0,8.0,3.0,2,5.0,4.0,1.0,1.0,4.0,2.0,4.0,0.0
6471,1.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,5.0,6.0,6.0,5.0,3.0,8.0,8.0,5.0,5.0,7.0,8.0,8.0,6.0,6.0,5.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,208327.0,3,,7.0,3.0,2,4.0,4.0,6.0,0.0,4.0,1.0,3.0,1.0
6472,4.0,8.0,5.0,5.0,4.0,4.0,3.0,3.0,6.0,6.0,6.0,3.0,5.0,5.0,3.0,4.0,7.0,8.0,5.0,5.0,1.0,1.0,3.0,6.0,5.0,3.0,6.0,8.0,8.0,8.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,8.0,8.0,8.0,5.0,5.0,8.0,5.0,8.0,5.0,2.0,2.0,2.0,3.0,14.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,6.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,208331.0,2,4.0,5.0,4.0,3,1.0,4.0,1.0,1.0,3.0,1.0,0.0,
6473,1.0,7.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,7.0,7.0,7.0,1.0,7.0,5.0,4.0,4.0,2.0,2.0,5.0,6.0,4.0,1.0,4.0,1.0,2.0,4.0,6.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,12.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,208379.0,4,2.0,6.0,2.0,18,5.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0
6474,1.0,8.0,2.0,5.0,5.0,3.0,6.0,1.0,6.0,6.0,5.0,3.0,6.0,4.0,2.0,7.0,4.0,4.0,4.0,5.0,3.0,4.0,6.0,4.0,7.0,6.0,4.0,6.0,2.0,8.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,3.0,1.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,6.0,6.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,208390.0,2,3.0,4.0,4.0,12,5.0,4.0,1.0,1.0,3.0,1.0,2.0,0.0
6475,1.0,4.0,,7.0,,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,4.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,3.0,6.0,7.0,7.0,6.0,5.0,5.0,8.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,2.0,1.0,2.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,208393.0,4,4.0,7.0,3.0,11,5.0,3.0,1.0,2.0,4.0,1.0,2.0,
6476,2.0,7.0,6.0,5.0,7.0,4.0,5.0,6.0,2.0,5.0,6.0,5.0,5.0,3.0,6.0,5.0,7.0,5.0,3.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,7.0,7.0,7.0,5.0,7.0,8.0,6.0,6.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,3.0,5.0,3.0,2.0,1.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,6.0,6.0,4.0,3.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,208394.0,1,2.0,7.0,1.0,4,5.0,1.0,3.0,0.0,4.0,1.0,4.0,0.0
6477,1.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,2.0,2.0,2.0,6.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,208398.0,5,3.0,3.0,3.0,1,5.0,4.0,4.0,0.0,5.0,,2.0,0.0
6478,1.0,7.0,6.0,,7.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,,7.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,208428.0,5,4.0,7.0,3.0,2,5.0,4.0,4.0,0.0,3.0,1.0,2.0,0.0
6479,1.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,,4.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,208467.0,3,4.0,8.0,2.0,2,5.0,4.0,1.0,1.0,4.0,1.0,5.0,2.0
6480,2.0,7.0,7.0,3.0,2.0,2.0,2.0,5.0,6.0,5.0,5.0,6.0,6.0,1.0,5.0,6.0,6.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,2.0,5.0,6.0,6.0,6.0,5.0,2.0,5.0,6.0,5.0,1.0,6.0,6.0,6.0,3.0,8.0,6.0,6.0,6.0,4.0,3.0,1.0,,2.0,,6.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,208468.0,3,,7.0,2.0,10,,4.0,7.0,0.0,5.0,1.0,4.0,2.0
6481,1.0,6.0,6.0,,6.0,5.0,6.0,5.0,8.0,6.0,5.0,3.0,3.0,4.0,6.0,5.0,3.0,3.0,,5.0,2.0,2.0,8.0,8.0,,8.0,6.0,8.0,,,6.0,6.0,,,,,,,,,,,,,,,5.0,5.0,4.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,,2.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,208509.0,5,4.0,3.0,3.0,50,5.0,4.0,,0.0,2.0,1.0,1.0,
6482,1.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,6.0,3.0,6.0,4.0,2.0,3.0,6.0,6.0,1.0,2.0,4.0,2.0,8.0,8.0,2.0,8.0,7.0,6.0,6.0,3.0,4.0,8.0,5.0,6.0,3.0,8.0,6.0,6.0,8.0,5.0,5.0,5.0,6.0,4.0,5.0,3.0,2.0,2.0,6.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,208517.0,5,4.0,5.0,4.0,3,5.0,4.0,1.0,2.0,3.0,1.0,1.0,
6483,1.0,7.0,8.0,7.0,1.0,2.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,5.0,8.0,2.0,3.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,5.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,6.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,208523.0,5,2.0,5.0,4.0,3,5.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0
6484,1.0,7.0,6.0,3.0,5.0,6.0,3.0,1.0,2.0,3.0,2.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,3.0,2.0,6.0,6.0,6.0,6.0,6.0,8.0,3.0,8.0,6.0,6.0,6.0,7.0,4.0,6.0,6.0,5.0,3.0,5.0,8.0,6.0,8.0,6.0,8.0,5.0,6.0,3.0,5.0,2.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,208539.0,4,2.0,7.0,2.0,12,4.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0
6485,2.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,1.0,2.0,2.0,6.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,208563.0,5,4.0,3.0,2.0,12,5.0,4.0,4.0,0.0,2.0,1.0,1.0,
6486,1.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,5.0,6.0,3.0,8.0,6.0,6.0,6.0,3.0,8.0,5.0,5.0,5.0,8.0,3.0,5.0,5.0,6.0,8.0,8.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,9.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,208565.0,3,4.0,8.0,2.0,1,5.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0
6487,1.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,5.0,6.0,5.0,2.0,5.0,6.0,6.0,7.0,1.0,1.0,7.0,6.0,7.0,7.0,1.0,4.0,4.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,3.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,1.0,1.0,2.0,2.0,2.0,7.0,3.0,3.0,4.0,4.0,5.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,208577.0,4,4.0,7.0,3.0,7,5.0,4.0,1.0,1.0,4.0,2.0,7.0,4.0
6488,1.0,8.0,7.0,2.0,,,,,6.0,2.0,4.0,6.0,4.0,,7.0,8.0,7.0,7.0,8.0,6.0,8.0,,7.0,,,,,,,,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,4.0,4.0,7.0,4.0,4.0,7.0,7.0,8.0,9999.0,2.0,8.0,2.0,2.0,2.0,2.0,14.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,208580.0,1,2.0,9.0,4.0,3,5.0,4.0,,0.0,1.0,1.0,,
6489,1.0,7.0,7.0,3.0,3.0,3.0,7.0,1.0,8.0,6.0,7.0,7.0,,7.0,6.0,6.0,5.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,5.0,8.0,8.0,8.0,6.0,3.0,3.0,6.0,6.0,6.0,8.0,8.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,208585.0,5,1.0,3.0,2.0,18,,1.0,4.0,2.0,3.0,1.0,1.0,0.0
6490,1.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,2.0,3.0,3.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,4.0,7.0,5.0,6.0,7.0,7.0,4.0,6.0,5.0,5.0,1.0,1.0,1.0,7.0,8.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,208591.0,4,4.0,8.0,3.0,1,5.0,4.0,1.0,1.0,3.0,1.0,2.0,0.0
6491,1.0,7.0,7.0,3.0,5.0,3.0,4.0,7.0,3.0,4.0,5.0,2.0,3.0,1.0,3.0,1.0,7.0,2.0,4.0,4.0,2.0,3.0,5.0,7.0,7.0,4.0,4.0,7.0,4.0,7.0,7.0,6.0,1.0,4.0,1.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,1.0,1.0,1.0,3.0,1.0,7.0,12.0,5.0,3.0,1.0,5.0,1.0,5.0,4.0,3.0,4.0,5.0,1.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,208610.0,4,4.0,7.0,4.0,3,5.0,4.0,1.0,2.0,4.0,1.0,2.0,0.0
6492,1.0,7.0,2.0,2.0,6.0,6.0,6.0,6.0,5.0,4.0,2.0,5.0,5.0,6.0,6.0,4.0,3.0,1.0,3.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,8.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,8.0,6.0,5.0,5.0,2.0,6.0,5.0,6.0,6.0,5.0,4.0,2.0,6.0,5.0,5.0,1.0,2.0,2.0,2.0,9.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,208630.0,2,4.0,8.0,3.0,2,,4.0,1.0,1.0,3.0,1.0,3.0,0.0
6493,1.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,3.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,208632.0,3,2.0,4.0,4.0,3,3.0,4.0,7.0,0.0,4.0,9999.0,5.0,3.0
6494,1.0,7.0,5.0,2.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,6.0,5.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,3.0,6.0,2.0,2.0,2.0,6.0,1.0,5.0,5.0,2.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,208662.0,4,2.0,7.0,3.0,1,5.0,4.0,1.0,1.0,4.0,1.0,3.0,0.0
6495,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,2.0,2.0,2.0,,7.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,208669.0,5,,1.0,2.0,50,5.0,4.0,4.0,1.0,1.0,1.0,11.0,
6496,1.0,6.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,6.0,3.0,2.0,5.0,1.0,5.0,4.0,2.0,1.0,1.0,4.0,3.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,2.0,5.0,6.0,2.0,1.0,2.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,208678.0,4,1.0,6.0,4.0,12,5.0,4.0,1.0,2.0,4.0,1.0,2.0,0.0
6497,4.0,7.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,5.0,1.0,2.0,4.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,5.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,2.0,2.0,2.0,4.0,14.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,208691.0,3,4.0,8.0,4.0,12,4.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0
6498,1.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,5.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,5.0,6.0,2.0,2.0,2.0,4.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,208702.0,3,4.0,5.0,2.0,15,5.0,2.0,1.0,2.0,4.0,1.0,1.0,
6499,1.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,4.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,7.0,4.0,4.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,208736.0,3,2.0,7.0,4.0,12,4.0,4.0,1.0,2.0,4.0,2.0,2.0,0.0
