,Spraak,Q1_natur_kom_1,Q1_natur_kom_2,Q1_natur_kom_3,Q1_kultur_kom_1,Q1_kultur_kom_2,Q1_kultur_kom_3,Q1_kultur_kom_4,Q1_kultur_kom_5,Q1_kultur_kom_6,Q1_kultur_kom_7,Q1_arbeid_kom_1,Q1_arbeid_kom_2,Q1_arbeid_kom_3,Q1_samferdsel_kom_1,Q1_samferdsel_kom_2,Q1_samferdsel_kom_3,Q1_samferdsel_kom_4,Q1_samferdsel_kom_5,Q1_samferdsel_kom_6,Q1_renovasjon_kom_1,Q1_renovasjon_kom_2,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q5_1,Q6_1,Q7_1,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q10_1,Q11_1,Q13_1,Q14_1,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q18,Q19_1,Q19_2,Q46a,Q48a,Q52a,Q55a_1,Q55a_2,Q55a_3,Q55a_4,Q55a_9,Q60a,Q62a,Q64a_1,Q64a_2,Q64a_3,Q64a_4,Q64a_5,Q64a_6,Q64a_7,Q64a_8,Q64a_9,Q65a_1,Q65a_2,Q65a_3,Q65a_4,Q65a_5,Q65a_6,Q65ana,Q66a_1,Q68a,Id,Alderkat,Q56a,Q61a,Kommunestr,Fylke,Q49a,Sentralitet,Q57a,Q58a,Q63a,Q67a,Q53a,Q54a
3158,1.0,7.0,6.0,7.0,7.0,5.0,5.0,3.0,8.0,6.0,6.0,7.0,7.0,8.0,5.0,6.0,4.0,8.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0,8.0,8.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,8.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,151402.0,2,4.0,5.0,2.0,50,1.0,2.0,1.0,2.0,4.0,1.0,1.0,
3161,1.0,7.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,5.0,4.0,5.0,5.0,4.0,8.0,5.0,6.0,6.0,7.0,6.0,6.0,8.0,8.0,2.0,1.0,2.0,3.0,14.0,1.0,7.0,7.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,151434.0,3,4.0,6.0,3.0,2,3.0,4.0,1.0,1.0,4.0,1.0,0.0,
3162,1.0,1.0,4.0,6.0,5.0,5.0,,6.0,6.0,6.0,6.0,6.0,2.0,4.0,2.0,4.0,6.0,4.0,5.0,5.0,7.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,4.0,5.0,5.0,3.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,,1.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,,151503.0,5,3.0,5.0,4.0,50,,4.0,4.0,0.0,3.0,,2.0,0.0
3163,1.0,6.0,6.0,7.0,6.0,8.0,7.0,6.0,8.0,7.0,6.0,7.0,8.0,8.0,5.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,4.0,5.0,8.0,7.0,7.0,6.0,8.0,6.0,7.0,5.0,8.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,2.0,2.0,1.0,2.0,14.0,2.0,7.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,151532.0,1,2.0,9.0,3.0,8,5.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0
3164,4.0,2.0,1.0,7.0,5.0,5.0,4.0,8.0,8.0,5.0,7.0,6.0,1.0,3.0,1.0,5.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,4.0,8.0,5.0,5.0,4.0,5.0,5.0,5.0,7.0,8.0,6.0,3.0,8.0,3.0,8.0,8.0,8.0,3.0,3.0,4.0,8.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,151550.0,3,4.0,8.0,4.0,12,4.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0
3165,1.0,7.0,7.0,7.0,5.0,6.0,,4.0,7.0,4.0,6.0,7.0,6.0,8.0,5.0,5.0,4.0,8.0,5.0,5.0,7.0,8.0,6.0,5.0,6.0,8.0,8.0,6.0,6.0,5.0,5.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,2.0,3.0,3.0,7.0,7.0,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,151562.0,5,4.0,3.0,1.0,19,5.0,1.0,4.0,0.0,3.0,1.0,1.0,
3166,1.0,7.0,7.0,6.0,8.0,5.0,5.0,4.0,5.0,4.0,4.0,7.0,6.0,8.0,4.0,5.0,5.0,8.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,8.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,151570.0,4,4.0,7.0,3.0,6,5.0,4.0,1.0,1.0,3.0,9999.0,3.0,1.0
3167,1.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,5.0,7.0,7.0,8.0,8.0,5.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,2.0,2.0,1.0,2.0,12.0,1.0,4.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,151591.0,2,2.0,6.0,4.0,3,4.0,4.0,1.0,2.0,4.0,1.0,2.0,0.0
3168,1.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,5.0,8.0,5.0,6.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,2.0,2.0,2.0,2.0,8.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,151595.0,2,4.0,7.0,4.0,3,2.0,4.0,1.0,2.0,3.0,1.0,2.0,0.0
3169,1.0,6.0,7.0,7.0,6.0,,5.0,5.0,,6.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,8.0,8.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,151628.0,5,4.0,7.0,1.0,18,5.0,1.0,4.0,0.0,3.0,1.0,2.0,0.0
3170,1.0,5.0,7.0,7.0,8.0,8.0,5.0,5.0,8.0,4.0,6.0,7.0,1.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,6.0,5.0,7.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,8.0,8.0,5.0,2.0,3.0,8.0,2.0,1.0,6.0,2.0,8.0,4.0,8.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,151642.0,4,1.0,4.0,3.0,7,5.0,4.0,1.0,2.0,4.0,2.0,1.0,
3171,1.0,4.0,5.0,6.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,151644.0,2,2.0,1.0,3.0,1,5.0,4.0,7.0,0.0,4.0,2.0,1.0,
3172,1.0,5.0,6.0,7.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,2.0,7.0,1.0,5.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,151654.0,4,2.0,5.0,2.0,6,5.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0
3173,1.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,2.0,2.0,2.0,2.0,13.0,2.0,5.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,151665.0,2,4.0,4.0,4.0,3,3.0,4.0,1.0,2.0,4.0,1.0,3.0,0.0
3174,1.0,6.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,2.0,2.0,2.0,8.0,6.0,7.0,7.0,7.0,7.0,8.0,1.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,5.0,3.0,3.0,1.0,7.0,1.0,8.0,7.0,1.0,7.0,6.0,8.0,8.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,5.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,151670.0,2,4.0,4.0,4.0,12,5.0,4.0,1.0,2.0,4.0,9999.0,2.0,0.0
3175,1.0,7.0,7.0,7.0,5.0,4.0,6.0,4.0,8.0,8.0,5.0,5.0,6.0,8.0,4.0,6.0,4.0,4.0,5.0,7.0,5.0,5.0,7.0,5.0,7.0,5.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,7.0,1.0,6.0,6.0,4.0,8.0,6.0,2.0,2.0,2.0,2.0,5.0,3.0,7.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,151687.0,1,2.0,6.0,2.0,50,5.0,1.0,3.0,0.0,4.0,1.0,4.0,0.0
3176,1.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,3.0,3.0,6.0,7.0,6.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,11.0,3.0,6.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,151692.0,2,2.0,7.0,2.0,15,4.0,2.0,5.0,0.0,3.0,9999.0,2.0,0.0
3177,1.0,7.0,7.0,6.0,3.0,4.0,5.0,4.0,5.0,6.0,6.0,5.0,4.0,3.0,5.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,7.0,8.0,8.0,8.0,3.0,8.0,5.0,5.0,3.0,7.0,8.0,4.0,3.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,9999.0,8.0,8.0,4.0,2.0,2.0,1.0,2.0,11.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,151699.0,2,2.0,9.0,3.0,15,1.0,3.0,3.0,0.0,4.0,1.0,4.0,2.0
3178,1.0,7.0,6.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,9999.0,6.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,151709.0,5,4.0,5.0,4.0,3,5.0,4.0,4.0,0.0,3.0,9999.0,1.0,
3179,2.0,7.0,,7.0,3.0,,3.0,,5.0,,6.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,6.0,7.0,4.0,6.0,8.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,2.0,5.0,6.0,4.0,5.0,6.0,1.0,7.0,5.0,8.0,3.0,5.0,1.0,1.0,1.0,2.0,9.0,1.0,6.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,151747.0,1,4.0,7.0,1.0,14,5.0,1.0,1.0,2.0,4.0,1.0,4.0,0.0
3180,1.0,5.0,6.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,6.0,8.0,4.0,7.0,7.0,8.0,6.0,4.0,5.0,7.0,7.0,5.0,5.0,6.0,6.0,4.0,7.0,7.0,6.0,8.0,7.0,5.0,4.0,5.0,6.0,6.0,8.0,8.0,4.0,6.0,7.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,7.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,151800.0,1,4.0,9.0,3.0,8,5.0,3.0,3.0,0.0,4.0,9999.0,3.0,1.0
3181,1.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,7.0,4.0,6.0,7.0,5.0,8.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,6.0,1.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,8.0,8.0,2.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,151818.0,4,4.0,8.0,3.0,15,5.0,3.0,1.0,2.0,4.0,1.0,3.0,0.0
3182,1.0,6.0,4.0,4.0,5.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,8.0,4.0,4.0,4.0,4.0,4.0,2.0,7.0,5.0,7.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,7.0,6.0,5.0,7.0,2.0,8.0,3.0,4.0,6.0,6.0,7.0,5.0,8.0,8.0,8.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,151831.0,3,2.0,5.0,4.0,3,5.0,4.0,1.0,2.0,4.0,1.0,2.0,0.0
3183,1.0,7.0,7.0,7.0,7.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,7.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,151887.0,2,3.0,8.0,2.0,10,5.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0
3184,1.0,3.0,6.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,8.0,8.0,3.0,4.0,2.0,8.0,2.0,8.0,8.0,1.0,8.0,2.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,151896.0,4,4.0,6.0,1.0,18,5.0,1.0,5.0,0.0,4.0,1.0,2.0,0.0
3185,1.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,5.0,5.0,2.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,8.0,8.0,8.0,5.0,2.0,6.0,3.0,8.0,6.0,6.0,6.0,6.0,8.0,5.0,6.0,2.0,2.0,1.0,2.0,3.0,1.0,6.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,151902.0,2,4.0,2.0,4.0,3,2.0,4.0,3.0,0.0,4.0,1.0,1.0,0.0
3186,2.0,6.0,7.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,6.0,4.0,8.0,6.0,5.0,5.0,8.0,5.0,6.0,3.0,4.0,7.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,5.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,151929.0,5,4.0,6.0,3.0,12,5.0,4.0,4.0,0.0,3.0,1.0,2.0,0.0
3188,1.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,7.0,7.0,5.0,7.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,,4.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,,7.0,7.0,7.0,8.0,6.0,6.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,7.0,7.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,151962.0,5,1.0,5.0,4.0,12,5.0,4.0,4.0,0.0,1.0,,1.0,0.0
3189,1.0,6.0,7.0,4.0,8.0,8.0,3.0,3.0,4.0,2.0,4.0,6.0,4.0,5.0,3.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,7.0,2.0,5.0,6.0,8.0,8.0,6.0,6.0,5.0,6.0,8.0,8.0,1.0,8.0,5.0,8.0,8.0,8.0,5.0,7.0,4.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,151978.0,2,4.0,7.0,2.0,7,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0
3190,1.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,7.0,3.0,4.0,2.0,2.0,7.0,7.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,12.0,1.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,151990.0,4,3.0,6.0,4.0,12,5.0,4.0,1.0,1.0,1.0,1.0,1.0,
3191,1.0,3.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,5.0,5.0,7.0,7.0,6.0,7.0,,6.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,8.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,152000.0,5,3.0,3.0,4.0,3,5.0,4.0,4.0,0.0,2.0,2.0,,
3192,1.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,8.0,3.0,7.0,7.0,8.0,6.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,8.0,5.0,5.0,4.0,5.0,8.0,5.0,8.0,6.0,5.0,6.0,5.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,7.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,152006.0,2,4.0,5.0,4.0,50,5.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0
3193,4.0,2.0,,7.0,6.0,6.0,5.0,5.0,5.0,4.0,6.0,7.0,5.0,4.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,6.0,7.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,6.0,6.0,7.0,5.0,3.0,1.0,3.0,2.0,14.0,1.0,6.0,6.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,152064.0,1,2.0,9.0,1.0,14,2.0,1.0,3.0,0.0,5.0,2.0,5.0,0.0
3194,1.0,7.0,7.0,7.0,8.0,8.0,5.0,8.0,8.0,4.0,7.0,7.0,2.0,8.0,1.0,3.0,2.0,2.0,5.0,2.0,5.0,4.0,7.0,2.0,4.0,6.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,4.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,152079.0,5,4.0,7.0,3.0,6,5.0,4.0,4.0,0.0,4.0,1.0,2.0,0.0
