,Q1_natur_kom_1,Q1_natur_kom_2,Q1_natur_kom_3,Q1_kultur_kom_1,Q1_kultur_kom_2,Q1_kultur_kom_3,Q1_kultur_kom_4,Q1_kultur_kom_5,Q1_kultur_kom_6,Q1_kultur_kom_7,Q1_arbeid_kom_1,Q1_arbeid_kom_2,Q1_arbeid_kom_3,Q1_samferdsel_kom_1,Q1_samferdsel_kom_2,Q1_samferdsel_kom_3,Q1_samferdsel_kom_4,Q1_samferdsel_kom_5,Q1_samferdsel_kom_6,Q1_renovasjon_kom_1,Q1_renovasjon_kom_2,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q5_1,Q6_1,Q7_1,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q10_1,Q11_1,Q13_1,Q14_1,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q18,Q19_1,Q19_2,Q55a_1,Q55a_2,Q55a_3,Q55a_4,Q55a_9,Q64a_1,Q64a_2,Q64a_3,Q64a_4,Q64a_5,Q64a_6,Q64a_7,Q64a_8,Q64a_9,Q65a_1,Q65a_2,Q65a_3,Q65a_4,Q65a_5,Q65a_6,Q65ana,Q66a_1,Q68a,Id,Alderkat,Q61a,Kommunestr,Q49a,Sentralitet,Q63a,Q67a,Q53a,Q54a,Spraak_1.0,Spraak_2.0,Spraak_4.0,Spraak_5.0,Q57a_1.0,Q57a_2.0,Q57a_3.0,Q57a_4.0,Q57a_5.0,Q57a_6.0,Q57a_7.0,Q46a_1.0,Q46a_2.0,Q46a_3.0,Q46a_4.0,Q46a_5.0,Q46a_6.0,Q46a_7.0,Q46a_8.0,Q46a_9.0,Q46a_10.0,Q48a_1.0,Q48a_2.0,Q48a_3.0,Q52a_1.0,Q52a_2.0,Q52a_3.0,Q52a_4.0,Q60a_0.0,Q60a_1.0,Q60a_2.0,Q60a_3.0,Q58a_0.0,Q58a_1.0,Q58a_2.0,Q58a_3.0,Q62a_1.0,Q62a_2.0,Q62a_3.0,Q62a_4.0,Q62a_5.0,Q56a_1.0,Q56a_2.0,Q56a_3.0,Q56a_4.0,Fylke_1,Fylke_2,Fylke_3,Fylke_4,Fylke_5,Fylke_6,Fylke_7,Fylke_8,Fylke_9,Fylke_10,Fylke_11,Fylke_12,Fylke_14,Fylke_15,Fylke_18,Fylke_19,Fylke_20,Fylke_50
397,7.0,6.395621084807265,7.0,6.594319184776569,7.0,7.0,4.0,5.0,5.0,5.0,7.0,7.0,3.0,6.0,5.0,4.0,7.0,5.0,5.0,6.0,5.0,7.0,4.0,4.0,5.0,5.0,5.0,7.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,6.0,7.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,13.0,1.1157128930662963,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,107568.0,3,4.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
398,1.0,2.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,5.0,7.0,5.0,3.0,5.0,5.0,2.0,7.0,5.0,5.0,6.0,7.0,5.0,6.0,4.29585830148214,5.367715472239344,5.0,3.0,7.0,7.0,6.0,6.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,13.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,107579.0,5,6.0,4.0,5.0,4.0,2.0,1.0,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,7.0,7.0,7.0,6.0,6.0,1.0,1.0,6.0,5.022982058303534,6.0,7.0,2.0,6.0,3.0,1.0,1.0,1.0,2.413053408044431,2.0,7.0,5.2616327501714135,7.0,5.803697979840397,6.0,5.0,5.096245746205314,5.024404000173579,7.0,6.0,6.0,6.171521444502462,6.0,6.0,5.24320049506855,5.953950173909614,5.830926869478273,8.0,5.289916704628298,6.0,5.0,5.743690402207105,6.0,5.216884705591067,5.0,5.256943521501017,2.0,2.0,2.0,2.0,12.0,1.0,6.0,6.005862373385274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,107584.0,5,2.0,1.0,5.0,1.0,3.0,1.173158532326195,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,4.161841587448743,6.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,107590.0,5,7.0,3.0,5.0,4.0,4.0,1.0,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401,4.0,5.0,6.0,5.11693016929269,4.938587370840177,6.0,5.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,5.140304029319934,4.915969629647881,5.585294766319512,6.0,6.0,6.0,6.0,4.0,1.0,1.0,4.0,3.3233370299780898,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.045724147613017,6.0,5.0,7.0,6.0,6.0,3.451474058322032,4.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,107610.0,3,7.0,3.0,5.0,3.0,3.0,1.2557186886911649,3.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
402,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,6.73921571980087,7.0,6.0,6.0,5.0,5.43086780147299,6.0,7.0,7.0,7.0,7.0,7.0,6.0,5.3595297518649,5.0,5.4890889090613015,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.954130098557981,8.0,6.04336396243838,7.0,5.653312117705806,7.0,7.0,7.0,6.0,7.0,2.0,1.0,2.0,2.0,3.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,107632.0,5,6.0,3.0,5.0,4.0,4.0,1.0,2.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,6.0,5.0,7.0,5.0,5.0,4.0,4.0,4.0,5.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,7.0,4.0,5.0,4.0,7.0,4.0,4.0,4.0,4.0,3.0,7.0,5.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.666959372523375,7.0,4.0,5.0,5.0,7.0,5.0,5.0,2.0,1.4375419200705606,1.0,2.0,13.0,1.0,7.0,6.706478719429337,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,107644.0,1,4.0,3.0,5.0,3.0,4.0,1.0,3.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
404,5.0,6.0,7.0,5.9598505792836125,6.0,7.0,6.0,6.096875904374119,6.0,7.0,5.0,6.0,5.0,6.0,7.0,7.0,6.000807530122202,6.0740599261356625,6.0,7.0,6.0,7.0,5.7568712373469815,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,2.0,2.0,2.0,2.0,3.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,107662.0,5,6.0,3.0,5.0,4.0,4.0,1.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
405,1.0,4.0,7.0,4.0,4.0,7.0,7.0,7.0,6.0,4.0,7.0,4.0,4.0,4.0,6.0,6.0,4.0,6.0,5.0,7.0,6.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.636518833296214,4.0,5.0,5.0,5.0,5.0,5.0,4.315232689312591,7.0,4.0,7.0,5.0,6.0,5.0,4.0,2.0,2.0,1.0,2.0,12.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,107684.0,4,1.0,4.0,5.0,4.0,3.0,1.3251943704448312,2.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
406,6.0,6.0,7.0,6.0,5.0,1.0,1.0,7.0,7.0,7.0,6.0,7.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,2.0,6.0,5.0,6.0,3.0,3.0,2.0,1.0,2.0,1.0,7.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.214133365160242,2.0,107688.0,3,7.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407,7.0,6.0,7.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,107706.0,5,7.0,4.0,5.0,4.0,4.0,1.0216685557970877,3.0,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
408,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.502858660577602,3.0,2.0,2.0,2.6859852015747188,3.0,3.0,7.0,7.0,7.0,5.561392414079756,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.648212130737797,7.0,7.0,4.0,5.313667733912511,6.0,6.0,4.926148115867504,6.0,4.0,7.0,6.0,7.0,6.0,6.0,2.0,2.0,2.0,1.0,8.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,107713.0,1,7.0,1.0,5.0,1.0,4.0,1.0,4.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
409,6.0,6.0,7.0,5.0,6.0,6.0,4.0,5.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,1.0,1.0,1.0,1.0,9.0,1.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,107715.0,4,7.0,3.0,5.0,4.0,4.0,1.0,5.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,3.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,3.0,4.0,1.0,1.0,1.0,6.0,2.0,6.0,5.0,5.0,3.0,2.0,2.0,1.0,6.0,7.0,6.0,5.0,2.0,4.0,3.0,3.0,7.0,6.0,4.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,107726.0,4,7.014888596099797,4.0,5.0,4.0,4.0,1.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,7.0,7.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,2.0,3.0,4.0,5.0,3.0,2.0,2.0,6.0,7.0,6.0,7.0,4.0,4.0,3.0,3.6838442526844157,5.0,7.0,6.0,6.0,5.0,6.0,5.0,7.0,5.0,5.880640854911146,6.0,4.224841531629711,6.0,1.0,7.0,5.0,7.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,107737.0,3,6.0,3.0,4.0,4.0,2.0,1.0,4.0,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
412,5.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,7.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.300927052541956,6.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,2.0,5.0,5.0,7.0,6.0,7.0,1.0,1.0,1.0,1.0,12.0,0.9987574386943547,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,107754.0,1,6.670602314408271,2.0,5.0,1.0,4.0,1.0,3.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
413,4.0,5.0,5.0,6.0,7.0,7.0,7.0,6.315126542632181,5.921348111497764,5.0,6.373105659136483,7.0,6.0,7.0,5.0,5.0,4.386996670583757,4.693520825903877,3.0,6.0,5.0,7.0,5.474063103403025,7.0,5.807786593934291,5.865456973344788,6.0,5.0,5.0,5.0,5.137952590730345,5.379492074615761,6.0,3.0,4.0149699624316515,4.840141026143488,8.0,4.0,5.319481286008747,5.0,5.0,5.0,5.128879854361465,4.0,6.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,107756.0,2,8.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,5.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,1.0,2.0,2.0,2.0,4.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,107766.0,5,5.0,1.0,5.0,1.0,2.0,2.0,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
415,1.0,5.0,5.0,6.0,5.0,5.510504835737366,5.094579453752027,5.137168843772581,4.0,4.0,5.731097689114176,4.0,4.244165470771357,6.0,5.57053065021339,5.292304149870949,5.0,5.0,5.0,2.0,2.0,7.0,2.0,5.0,5.0,5.0,4.373320192188371,4.0,3.7913972782427594,3.0,5.0,6.0,5.0,6.0,3.0,4.732433209004163,8.0,3.0,5.616194820566639,5.0,5.717286603160497,5.0,5.0,2.8916021496309905,3.2303526190087206,1.9549803128102479,2.0,1.6736555992850444,2.0,3.0,1.1142957840486694,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,107789.0,5,5.0,3.0,5.0,3.0,3.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
416,7.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.67521775474743,3.1933489755161024,3.463610345252666,3.505139756491192,3.689600286564558,3.5210210388981897,4.401691696868088,4.004952653139649,3.513516749135694,4.981812437849894,4.963219175311102,4.065831616412424,3.697227339847017,3.9404506801387904,4.301193981285534,,2.88377755503538,5.308220015994915,3.308899091218457,5.191130461362417,3.8633851977122555,4.359640480700513,2.304420038786286,2.0,1.0,1.1077243990323336,1.0,1.0,5.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,107799.0,2,5.0,2.0,5.0,2.0,4.0,2.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.911816654604665,6.0,6.0,5.0,5.0,5.0,6.0,7.0,6.0,7.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,6.2030693574708,6.468598317440145,6.0,6.0,7.0,6.0,7.0,6.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,10.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,107804.0,5,6.0,4.0,5.0,4.0,3.0,1.0,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
418,5.0,7.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,1.8520111361347418,2.0,2.0,2.0,7.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,107809.0,5,6.0,2.0,5.0,4.0,3.0,2.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.979526546904825,7.0,6.0,7.0,5.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.187362041606697,7.0,7.0,6.555487308945375,7.0,8.0,5.784900747252073,7.0,7.0,7.0,7.0,7.0,6.0,7.0,2.0,2.0,2.0,2.0,1.0,1.1234508466884061,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,107817.0,2,8.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,4.0,4.0,3.0,7.0,5.0,7.0,4.0,5.171469781127167,5.0,5.0,6.472887054736137,6.0,4.693830491446392,3.0,6.0,5.0,4.273124661008572,4.599124734700054,3.0,3.0,5.0,5.0,3.1909068186661083,3.7514500183886517,3.954421363538359,4.0913818408725255,3.2597759808132842,5.0,3.0,2.0,6.0,6.0,5.0,3.0,2.0,7.0,2.0,2.8992511175669593,6.0,6.0,6.393258264943475,5.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,107841.0,2,4.0,4.0,5.0,4.0,3.0,1.3281663243333197,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,4.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,4.0,4.0,6.0,5.0,5.0,3.0,4.0,5.0,7.0,5.0,6.0,3.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,3.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,107845.0,4,6.0,3.0,5.0,3.0,3.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
