,Q1_natur_kom_1,Q1_natur_kom_2,Q1_natur_kom_3,Q1_kultur_kom_1,Q1_kultur_kom_2,Q1_kultur_kom_3,Q1_kultur_kom_4,Q1_kultur_kom_5,Q1_kultur_kom_6,Q1_kultur_kom_7,Q1_arbeid_kom_1,Q1_arbeid_kom_2,Q1_arbeid_kom_3,Q1_samferdsel_kom_1,Q1_samferdsel_kom_2,Q1_samferdsel_kom_3,Q1_samferdsel_kom_4,Q1_samferdsel_kom_5,Q1_samferdsel_kom_6,Q1_renovasjon_kom_1,Q1_renovasjon_kom_2,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q5_1,Q6_1,Q7_1,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q10_1,Q11_1,Q13_1,Q14_1,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q18,Q19_1,Q19_2,Q55a_1,Q55a_2,Q55a_3,Q55a_4,Q55a_9,Q64a_1,Q64a_2,Q64a_3,Q64a_4,Q64a_5,Q64a_6,Q64a_7,Q64a_8,Q64a_9,Q65a_1,Q65a_2,Q65a_3,Q65a_4,Q65a_5,Q65a_6,Q65ana,Q66a_1,Q68a,Id,Alderkat,Q61a,Kommunestr,Q49a,Sentralitet,Q63a,Q67a,Q53a,Q54a,Spraak_1.0,Spraak_2.0,Spraak_4.0,Spraak_5.0,Q57a_1.0,Q57a_2.0,Q57a_3.0,Q57a_4.0,Q57a_5.0,Q57a_6.0,Q57a_7.0,Q46a_1.0,Q46a_2.0,Q46a_3.0,Q46a_4.0,Q46a_5.0,Q46a_6.0,Q46a_7.0,Q46a_8.0,Q46a_9.0,Q46a_10.0,Q48a_1.0,Q48a_2.0,Q48a_3.0,Q52a_1.0,Q52a_2.0,Q52a_3.0,Q52a_4.0,Q60a_0.0,Q60a_1.0,Q60a_2.0,Q60a_3.0,Q58a_0.0,Q58a_1.0,Q58a_2.0,Q58a_3.0,Q62a_1.0,Q62a_2.0,Q62a_3.0,Q62a_4.0,Q62a_5.0,Q56a_1.0,Q56a_2.0,Q56a_3.0,Q56a_4.0,Fylke_1,Fylke_2,Fylke_3,Fylke_4,Fylke_5,Fylke_6,Fylke_7,Fylke_8,Fylke_9,Fylke_10,Fylke_11,Fylke_12,Fylke_14,Fylke_15,Fylke_18,Fylke_19,Fylke_20,Fylke_50
0,4.0,3.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,6.0,5.0,4.272249516508522,2.0,3.0,2.0,2.0,1.0,2.0,7.0,1.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,100008.0,3,7.0,3.0,2.0,3.0,4.0,1.218447210331865,4.0,2.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5.0,3.0,3.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,6.0,3.0,2.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,2.0,6.0,5.0,3.0,6.0,1.0,6.0,4.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,11.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,100072.0,1,6.0,3.0,5.0,3.0,4.0,2.0,2.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,7.0,6.0,6.0,6.0,6.0,4.0,5.0,5.999987094268191,6.0,6.0,7.0,4.863909096490161,5.086533225966815,4.0,4.0,4.0,3.222895724822536,4.0,3.0,7.0,3.0,7.0,4.502769262571535,4.405809971930229,5.0,5.0,3.0,6.0,4.0,5.0,4.530299009037906,4.0,6.0,4.0,4.0,4.0,5.0,3.743780057955512,5.490550310092317,4.335178364866225,5.0,5.0,5.0,3.733298419846047,4.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100109.0,5,6.0,3.0,5.0,4.0,4.0,1.0,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6.0,6.0,3.0,3.0,2.0,2.0,2.0,4.0,6.0,5.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,7.0,3.0,2.0,3.0,5.0,2.0,5.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,5.507928884190412,8.0,2.0,5.0,2.0,4.501044723520831,5.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,9.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,100148.0,3,6.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4.0,7.0,6.0,5.0,5.0,5.0,1.0,6.0,5.0,6.0,7.0,7.0,5.0,1.0,6.0,6.0,6.0,5.0,3.0,7.0,6.0,7.0,3.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,7.0,6.0,6.0,1.0,4.0,5.0,8.0,3.41748156587209,5.0,1.0,7.0,6.0,7.0,6.0,6.0,1.0,1.0,2.0,1.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.74073955178134,,100149.0,4,8.0,1.0,,2.0,4.0,1.103597242431461,5.0,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,5.0,7.0,6.0,6.0,2.0,3.0,5.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,1.0,3.0,6.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,9.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100156.0,3,7.0,2.0,5.0,1.0,4.0,1.0,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,7.0,7.0,7.0,6.0,5.735586127667605,4.0,4.0,4.0,4.0,5.0,7.0,5.043751855499192,5.300922955360653,6.0,6.0,5.0,5.600229725727409,6.0,7.0,7.0,7.0,7.0,7.0,6.997361848378429,6.318443683617119,6.403779816112887,6.668507650706266,7.0,7.0,6.621940974467744,7.0,7.0,6.2202416202714605,5.50369897964902,7.0,6.858160031597668,7.0,5.905909553428791,6.098775735520183,1.0,7.0,6.537384942775628,5.0,7.0,7.0,1.0,2.0,2.0,2.0,13.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100182.0,2,7.0,2.0,5.0,3.0,4.0,1.0,3.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,6.0,2.0,6.0,2.0,2.0,6.0,6.0,4.0,2.0,3.0,7.0,7.0,4.0,6.0,3.0,5.0,4.0,2.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,5.733341684629056,4.904060896330821,6.0,8.0,4.673749048963034,7.0,7.0,7.0,6.0,6.042817715842089,5.0,5.0,2.0,2.0,2.0,1.0,5.0,1.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100253.0,3,8.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4.0,6.0,5.0,2.8540299841404657,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,1.2576143327369862,1.0,1.0,1.0,12.0,1.2372309166569446,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,100273.0,4,4.0,3.0,4.0,4.0,4.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7.0,7.0,7.0,7.0,7.0,6.0,4.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,1.0,7.0,6.0,6.0,7.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100292.0,3,8.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.23079130634505,7.0,7.0,5.0,5.3673952294545355,5.618098666329769,6.0,7.0,7.0,6.0,5.252588867857123,5.6015551685805205,5.702892986969195,5.6755633990189,5.282567210833196,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.458077564548925,4.0,4.566779936256125,6.181530466656695,6.091251357097777,6.514005324485228,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100299.0,5,8.0,3.0,5.0,4.0,3.0,1.0,2.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,7.0,7.0,7.0,5.0,4.0,1.0,1.0,1.0,2.0,6.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100308.0,3,6.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,6.0,6.0,6.0,7.0,7.0,7.0,6.514319092793101,7.0,7.0,6.0,7.0,5.0,6.0,3.0,5.0,5.0,4.0,5.0,5.0,7.0,5.0,6.0,5.0,5.0,5.397527393802283,5.355055920679138,5.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,2.0,5.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,100309.0,5,5.0,3.0,5.0,3.0,3.202345778697044,1.0,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,1.0,1.0,2.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,100318.0,5,4.0,3.0,5.0,4.0,3.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,6.0,7.0,7.0,5.726387809517405,6.009809645390021,5.689667542268311,5.235025096259239,5.966001123011765,5.706873062605888,5.584578061044273,7.0,5.0,5.045961212414053,5.0,5.0,5.0,3.0,2.0,2.0,7.0,6.0,7.0,3.0,6.0,4.946663880689229,4.580431034631322,4.450252183694154,7.0,6.396052327771443,6.0,6.334805579320586,6.199955944040972,7.0,5.0,6.0,5.714687297603519,6.0,4.519909902261065,6.090948913435097,4.299874300195686,6.0,5.0,5.762613381463908,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,100327.0,5,5.0,2.0,5.0,2.0,1.0,1.0,3.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,5.0,6.0,6.0,6.0,6.0,7.0,7.0,6.5081334344376565,7.0,6.0,6.458966888137239,7.0,7.0,3.0,4.0,5.0,4.0,4.0870173316475515,3.0,4.0,3.0,6.0,4.362033478862676,4.517028939878422,4.603894970016764,4.683358876755365,4.207810516249641,7.0,6.0,6.0,5.193058930864571,5.438749550221313,5.0,5.0,3.5699157588682184,4.8616181884926455,8.0,3.5471342723706467,5.868382753920274,5.0,5.513677014343202,5.023054274969875,5.2877601571355015,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100335.0,2,7.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,2.0,1.0,2.0,2.0,10.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,100342.0,5,5.0,4.0,5.0,4.0,2.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,6.0,6.0,6.0,4.0,4.511758669642907,5.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,3.0,3.2895906005181486,4.0,6.0,6.0,6.0,6.0,4.708584888736844,5.0,4.66949645856674,4.711155198414514,4.58447747296714,6.0,5.0,4.0,4.9812549328123366,5.0,5.0,3.0,3.0,4.31174171838796,5.0,3.8489378263263214,5.280761923508161,3.0,5.220977326873397,4.512008412998206,4.0,4.335298626098157,5.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,100355.0,2,5.0,3.0,5.0,4.0,4.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,7.0,7.0,7.0,5.0,6.0,2.0,2.0,5.407081775362372,5.0,6.0,7.0,7.0,5.769399780888715,4.0,3.0,3.0,2.0,3.0,6.0,7.0,4.0,7.0,6.0,4.0,7.0,7.0,5.6883924209132,7.0,7.0,6.0,7.0,7.0,7.0,2.0,4.0,6.0,8.0,4.0,6.0,1.0,6.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100364.0,3,7.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,6.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,6.0,6.0,2.0,2.0,2.0,3.0,2.0,6.0,6.0,5.0,6.0,2.0,6.0,6.0,3.0,6.0,7.0,3.0,6.0,7.0,7.0,5.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,100382.0,4,4.0,2.0,5.0,4.0,3.0,1.0,3.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.795839810841464,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100388.0,3,6.0,3.0,5.0,3.0,4.0,1.0,3.0,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,6.0,1.0,6.0,5.0,6.0,7.0,7.0,6.0,6.245589122356274,6.0,6.2544631152681776,5.0,5.234287064634697,5.0,6.0,5.0,6.0,5.037227915240936,6.0,6.0,5.0,6.0,5.338806751117649,6.0,6.0,6.0,3.0,6.0,6.0,6.0,5.502330989428227,5.8786226822933605,6.0,5.5740641745501565,4.687616668349895,6.055703953925237,8.0,4.3687472704113794,6.169958153586684,6.0,6.0,6.0,5.595173198438237,3.3138314044384316,3.0,2.0,2.0,1.5403250445028678,1.0,5.0,1.1544307331908976,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100391.0,2,5.79587729959711,4.0,2.0,4.0,3.0,1.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,7.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,5.437599303215783,4.0,7.0,7.0,5.375133892995864,6.0,6.0,7.0,6.0,6.0,5.0,5.0,4.777768163853741,4.920290605889314,5.0,5.0,6.0,5.0,6.0,4.0,7.0,7.0,5.288466785522672,5.60877034126835,,4.729492700489252,7.0,5.0,6.0,5.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0,7.0,1.0318243275456904,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,100392.0,4,2.0,3.0,5.0,4.0,2.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,1.0,1.0,2.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,100421.0,5,8.0,4.0,5.0,4.0,3.0,1.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6.0,5.575632005888869,6.0,4.886942891903565,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.600324689413687,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0667973576744,7.0,5.040694255292814,5.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,5.631650404936809,6.0,6.0,6.0,7.0,5.0,5.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,12.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,100449.0,5,6.0,4.0,5.0,4.0,3.0,1.0,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
